@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.217
@SPECTRUM spectrum_04D4ht_628.dat
@SN-NAME 04D4ht
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 6.570
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
    0	   4259.060	       0.01785 	      0.01139
     1	   4274.060	      -0.00129 	      0.00963
     2	   4289.060	       0.01232 	      0.00792
     3	   4304.060	       0.01724 	      0.00685
     4	   4319.060	       0.01627 	      0.00632
     5	   4334.060	       0.02603 	      0.00566
     6	   4349.060	       0.02002 	      0.00577
     7	   4364.060	       0.02198 	      0.00502
     8	   4379.060	       0.02525 	      0.00469
     9	   4394.060	       0.01191 	      0.00444
    10	   4409.060	       0.01726 	      0.00445
    11	   4424.060	       0.01678 	      0.00436
    12	   4439.060	       0.01503 	      0.00413
    13	   4454.060	       0.02308 	      0.00396
    14	   4469.060	       0.02530 	      0.00383
    15	   4484.060	       0.01989 	      0.00376
    16	   4499.060	       0.01906 	      0.00374
    17	   4514.060	       0.01460 	      0.00369
    18	   4529.060	       0.04458 	      0.00367
    19	   4544.060	       0.02912 	      0.00366
    20	   4559.060	       0.00979 	      0.00359
    21	   4574.060	       0.00957 	      0.00352
    22	   4589.060	       0.00789 	      0.00345
    23	   4604.060	       0.00975 	      0.00370
    24	   4619.060	       0.00867 	      0.00333
    25	   4634.060	       0.02002 	      0.00329
    26	   4649.060	       0.00709 	      0.00324
    27	   4664.060	       0.01531 	      0.00327
    28	   4679.060	       0.01501 	      0.00323
    29	   4694.060	       0.02087 	      0.00318
    30	   4709.060	       0.02967 	      0.00314
    31	   4724.060	       0.02264 	      0.00343
    32	   4739.060	       0.02210 	      0.00307
    33	   4754.060	       0.03268 	      0.00305
    34	   4769.060	       0.02063 	      0.00303
    35	   4784.060	       0.02155 	      0.00303
    36	   4799.060	       0.02785 	      0.00302
    37	   4814.060	       0.02435 	      0.00333
    38	   4829.060	       0.02129 	      0.00308
    39	   4844.060	       0.02887 	      0.00302
    40	   4859.060	       0.02400 	      0.00292
    41	   4874.060	       0.01113 	      0.00287
    42	   4889.060	       0.01844 	      0.00291
    43	   4904.060	       0.01973 	      0.00317
    44	   4919.060	       0.02804 	      0.00283
    45	   4934.060	       0.02067 	      0.00282
    46	   4949.060	       0.02191 	      0.00282
    47	   4964.060	       0.02214 	      0.00281
    48	   4979.060	       0.02395 	      0.00304
    49	   4994.060	       0.02480 	      0.00274
    50	   5009.060	       0.01615 	      0.00271
    51	   5024.060	       0.02216 	      0.00269
    52	   5039.060	       0.02260 	      0.00266
    53	   5054.060	       0.02246 	      0.00291
    54	   5069.060	       0.01503 	      0.00264
    55	   5084.060	       0.01856 	      0.00261
    56	   5099.060	       0.02488 	      0.00261
    57	   5114.060	       0.01860 	      0.00290
    58	   5129.060	       0.02422 	      0.00260
    59	   5144.060	       0.01627 	      0.00262
    60	   5159.060	       0.01799 	      0.00259
    61	   5174.060	       0.01989 	      0.00274
    62	   5189.060	       0.02248 	      0.00266
    63	   5204.060	       0.01811 	      0.00290
    64	   5219.060	       0.01249 	      0.00260
    65	   5234.060	       0.00936 	      0.00285
    66	   5249.060	       0.01717 	      0.00259
    67	   5264.060	       0.01056 	      0.00252
    68	   5279.060	       0.02040 	      0.00254
    69	   5294.060	       0.01395 	      0.00281
    70	   5309.060	       0.01364 	      0.00257
    71	   5324.060	       0.00890 	      0.00259
    72	   5339.060	       0.01791 	      0.00255
    73	   5354.060	       0.01358 	      0.00278
    74	   5369.060	       0.01321 	      0.00252
    75	   5384.060	       0.01008 	      0.00251
    76	   5399.060	       0.01019 	      0.00270
    77	   5414.060	       0.01185 	      0.00247
    78	   5429.060	       0.01921 	      0.00249
    79	   5444.060	       0.02323 	      0.00248
    80	   5459.060	       0.01779 	      0.00272
    81	   5474.060	       0.02268 	      0.00248
    82	   5489.060	       0.01343 	      0.00249
    83	   5504.060	       0.01416 	      0.00274
    84	   5519.060	       0.02398 	      0.00250
    85	   5534.060	       0.02279 	      0.00254
    86	   5549.060	       0.02563 	      0.00281
    87	   5564.060	       0.01199 	      0.00285
    88	   5579.060	       0.01863 	      0.00789
    89	   5594.060	       0.02053 	      0.00290
    90	   5609.060	       0.02286 	      0.00257
    91	   5624.060	       0.02050 	      0.00256
    92	   5639.060	       0.01996 	      0.00277
    93	   5654.060	       0.01928 	      0.00251
    94	   5669.060	       0.01259 	      0.00252
    95	   5684.060	       0.01060 	      0.00279
    96	   5699.060	       0.01876 	      0.00256
    97	   5714.060	       0.01147 	      0.00257
    98	   5729.060	       0.00802 	      0.00281
    99	   5744.060	       0.01113 	      0.00254
   100	   5759.060	       0.00924 	      0.00255
   101	   5774.060	       0.00611 	      0.00278
   102	   5789.060	       0.00410 	      0.00252
   103	   5804.060	       0.01009 	      0.00255
   104	   5819.060	       0.00949 	      0.00280
   105	   5834.060	       0.00614 	      0.00257
   106	   5849.060	       0.00729 	      0.00255
   107	   5864.060	       0.00760 	      0.00301
   108	   5879.060	       0.01061 	      0.00300
   109	   5894.060	       0.00473 	      0.00392
   110	   5909.060	       0.02515 	      0.00315
   111	   5924.060	       0.01878 	      0.00284
   112	   5939.060	       0.00883 	      0.00306
   113	   5954.060	       0.00494 	      0.00278
   114	   5969.060	       0.01179 	      0.00269
   115	   5984.060	       0.00903 	      0.00289
   116	   5999.060	       0.01217 	      0.00260
   117	   6014.060	       0.01347 	      0.00253
   118	   6029.060	       0.01121 	      0.00276
   119	   6044.060	       0.00449 	      0.00249
   120	   6059.060	       0.00819 	      0.00271
   121	   6074.060	       0.01261 	      0.00245
   122	   6089.060	       0.02165 	      0.00244
   123	   6104.060	       0.01396 	      0.00268
   124	   6119.060	       0.00922 	      0.00241
   125	   6134.060	       0.01072 	      0.00246
   126	   6149.060	       0.00304 	      0.00276
   127	   6164.060	       0.00299 	      0.00251
   128	   6179.060	       0.00995 	      0.00271
   129	   6194.060	       0.01226 	      0.00244
   130	   6209.060	       0.01088 	      0.00246
   131	   6224.060	       0.01368 	      0.00278
   132	   6239.060	       0.01633 	      0.00309
   133	   6254.060	       0.01165 	      0.00296
   134	   6269.060	       0.01290 	      0.00269
   135	   6284.060	       0.00799 	      0.00285
   136	   6299.060	       0.00763 	      0.01011
   137	   6314.060	       0.02062 	      0.00314
   138	   6329.060	       0.01369 	      0.00296
   139	   6344.060	       0.01675 	      0.00252
   140	   6359.060	       0.02222 	      0.00422
   141	   6374.060	       0.01627 	      0.00339
   142	   6389.060	       0.01467 	      0.00243
   143	   6404.060	       0.00775 	      0.00254
   144	   6419.060	       0.01693 	      0.00234
   145	   6434.060	       0.01277 	      0.00252
   146	   6449.060	       0.00832 	      0.00232
   147	   6464.060	       0.01327 	      0.00259
   148	   6479.060	       0.01073 	      0.00266
   149	   6494.060	       0.00720 	      0.00251
   150	   6509.060	       0.01186 	      0.00275
   151	   6524.060	       0.01051 	      0.00244
   152	   6539.060	       0.00634 	      0.00253
   153	   6554.060	       0.00951 	      0.00286
   154	   6569.060	       0.00958 	      0.00248
   155	   6584.060	       0.00583 	      0.00264
   156	   6599.060	       0.01090 	      0.00234
   157	   6614.060	       0.01254 	      0.00249
   158	   6629.060	       0.00547 	      0.00226
   159	   6644.060	       0.00738 	      0.00223
   160	   6659.060	       0.00437 	      0.00244
   161	   6674.060	       0.00861 	      0.00222
   162	   6689.060	       0.00920 	      0.00242
   163	   6704.060	       0.00909 	      0.00222
   164	   6719.060	       0.01548 	      0.00243
   165	   6734.060	       0.00768 	      0.00220
   166	   6749.060	       0.00793 	      0.00221
   167	   6764.060	       0.01438 	      0.00239
   168	   6779.060	       0.01053 	      0.00219
   169	   6794.060	       0.01010 	      0.00239
   170	   6809.060	       0.00744 	      0.00219
   171	   6824.060	       0.00938 	      0.00285
   172	   6839.060	       0.00970 	      0.00282
   173	   6854.060	       0.00879 	      0.00270
   174	   6869.060	       0.00145 	      0.00324
   175	   6884.060	       0.01063 	      0.00273
   176	   6899.060	       0.00938 	      0.00294
   177	   6914.060	       0.00959 	      0.00277
   178	   6929.060	       0.00487 	      0.00290
   179	   6944.060	       0.00429 	      0.00271
   180	   6959.060	       0.00912 	      0.00276
   181	   6974.060	       0.00381 	      0.00254
   182	   6989.060	      -0.00199 	      0.00260
   183	   7004.060	       0.00844 	      0.00239
   184	   7019.060	       0.00568 	      0.00228
   185	   7034.060	       0.00477 	      0.00245
   186	   7049.060	       0.00752 	      0.00238
   187	   7064.060	       0.00561 	      0.00252
   188	   7079.060	       0.00383 	      0.00232
   189	   7094.060	       0.01356 	      0.00250
   190	   7109.060	       0.00751 	      0.00223
   191	   7124.060	       0.01292 	      0.00247
   192	   7139.060	       0.01015 	      0.00233
   193	   7154.060	       0.01115 	      0.00236
   194	   7169.060	       0.00417 	      0.00276
   195	   7184.060	       0.01010 	      0.00273
   196	   7199.060	       0.01404 	      0.00297
   197	   7214.060	       0.00963 	      0.00241
   198	   7229.060	       0.01103 	      0.00294
   199	   7244.060	       0.01267 	      0.00445
   200	   7259.060	       0.01283 	      0.00332
   201	   7274.060	       0.00779 	      0.00391
   202	   7289.060	      -0.00054 	      0.00402
   203	   7304.060	       0.00799 	      0.00331
   204	   7319.060	       0.00871 	      0.00384
   205	   7334.060	       0.01835 	      0.00400
   206	   7349.060	       0.00877 	      0.00346
   207	   7364.060	       0.00637 	      0.00388
   208	   7379.060	      -0.00243 	      0.00303
   209	   7394.060	      -0.00502 	      0.00342
   210	   7409.060	      -0.00040 	      0.00294
   211	   7424.060	      -0.00476 	      0.00289
   212	   7439.060	      -0.00388 	      0.00294
   213	   7454.060	      -0.00576 	      0.00283
   214	   7469.060	      -0.00158 	      0.00307
   215	   7484.060	       0.00186 	      0.00363
   216	   7499.060	      -0.00438 	      0.00269
   217	   7514.060	      -0.00508 	      0.00293
   218	   7529.060	       0.00100 	      0.00398
   219	   7544.060	      -0.00093 	      0.00271
   220	   7559.060	       0.00061 	      0.00314
   221	   7574.060	       0.00116 	      0.00339
   222	   7589.060	      -0.00259 	      0.00361
   223	   7604.060	      -0.00838 	      0.00640
   224	   7619.060	       0.01143 	      0.00583
   225	   7634.060	      -0.00081 	      0.00471
   226	   7649.060	       0.00506 	      0.00416
   227	   7664.060	       0.00345 	      0.00336
   228	   7679.060	       0.00788 	      0.00321
   229	   7694.060	       0.00350 	      0.00305
   230	   7709.060	       0.00510 	      0.00414
   231	   7724.060	      -0.00011 	      0.00461
   232	   7739.060	       0.00185 	      0.00346
   233	   7754.060	       0.01130 	      0.00538
   234	   7769.060	      -0.00272 	      0.00416
   235	   7784.060	       0.00020 	      0.00461
   236	   7799.060	      -0.00423 	      0.00424
   237	   7814.060	       0.00811 	      0.00454
   238	   7829.060	      -0.00005 	      0.00404
   239	   7844.060	      -0.00187 	      0.00436
   240	   7859.060	      -0.00342 	      0.00518
   241	   7874.060	      -0.00057 	      0.00501
   242	   7889.060	       0.00536 	      0.00434
   243	   7904.060	       0.00442 	      0.00411
   244	   7919.060	       0.00397 	      0.00625
   245	   7934.060	      -0.00520 	      0.00399
   246	   7949.060	      -0.01140 	      0.00414
